1251.447 7.032
1175.406 96.879
1234.630 0.567
1184.904 54.664
1257.934 68.219
1245.870 0.567
1256.479 45.089
1228.944 35.788
1257.877 0.567
1253.193 19.058
1248.357 21.907
1253.884 8.253
1281.954 0.567
1241.740 0.567
1248.433 0.567
1232.997 0.567
1207.943 61.960
1242.829 0.567
1227.793 71.349
1212.329 0.567
1278.484 115.717
1220.233 23.438
1246.077 26.245
1235.237 0.567
1240.112 0.567
1277.218 0.567
1268.332 0.567
1227.561 55.968
1241.244 0.567
1252.114 37.573
1248.495 0.567
1240.952 0.567
1285.016 39.977
1225.090 0.567
1265.703 53.534
1221.353 12.827
1191.667 52.979
1228.225 0.567
1227.061 124.811
1253.653 0.567
1259.124 0.567
1270.255 56.693
1291.945 0.567
1221.869 75.979
1205.265 48.031
1259.897 0.567
1238.026 35.388
1256.921 0.567
1236.471 0.567
1217.068 63.574
1241.322 0.567
1243.898 133.647
1255.627 0.567
1192.389 0.567
1257.253 30.304
1267.510 0.567
1237.513 0.567
1234.884 0.567
1239.295 0.851
1250.539 0.567
1232.465 51.225
1239.692 54.192
1230.110 0.567
1224.832 23.046
1257.650 0.567
1257.619 0.567
1236.981 0.567
1242.286 75.126
1224.146 0.567
1254.449 37.422
1267.854 0.567
1255.826 11.450
1221.298 26.865
1270.387 44.510
1244.636 0.567
1212.962 57.423
1225.672 3.443
1250.135 0.567
1251.506 34.788
1174.502 0.567
1230.024 7.268
1233.448 91.670
1250.877 92.093
1242.316 141.971
1255.107 0.567
1156.512 116.927
1239.919 0.567
1254.937 0.567
1223.544 145.944
1232.734 19.355
1243.857 0.567
1240.736 123.852
1241.440 0.567
1259.208 151.289
1256.060 23.496
1270.509 0.567
1230.493 0.567
1311.835 104.086
1279.656 0.567
1232.615 0.567
