1099.554 36.665 14.000 -0.612
1105.577 0.567 10.831 -0.411
1097.148 26.605 11.775 -0.770
1109.319 24.682 12.750 0.294
1113.340 32.053 13.269 0.025
1114.633 26.757 10.053 -0.457
1115.219 30.935 10.000 -0.624
1093.205 50.154 11.922 -1.021
1088.877 30.457 10.135 -0.565
1101.974 0.567 10.314 -0.757
1109.708 22.483 13.184 -0.452
1089.602 0.567 13.326 -0.653
1118.641 6.261 14.000 0.292
1118.083 17.052 11.608 -1.240
1108.275 0.567 13.763 0.079
1119.643 45.233 11.022 -0.854
1106.537 22.426 11.953 -0.621
1098.498 0.567 14.000 -0.028
1108.997 0.567 12.715 0.122
1097.859 24.744 12.189 -0.492
1099.944 0.567 10.000 -0.352
1098.674 0.567 12.183 -0.767
1098.602 0.567 10.135 0.266
1099.367 18.902 11.590 -0.068
1098.392 39.844 12.513 -0.880
1107.342 3.977 13.524 -0.638
1101.350 0.567 13.814 -0.237
1103.443 4.887 10.000 -1.340
1104.861 0.567 13.740 -0.313
1082.334 64.914 13.977 0.383
1109.996 9.728 12.586 -0.278
1121.847 0.567 14.000 -0.212
1112.889 3.128 13.744 -0.127
1121.540 63.274 13.163 -0.081
1103.258 0.567 12.855 0.096
1099.564 37.434 12.534 -0.077
1098.619 0.567 13.171 -0.105
1099.816 29.656 14.000 -0.888
1102.879 0.567 14.000 -0.074
1118.431 0.567 14.000 -0.003
1101.215 0.567 13.412 0.101
1088.510 11.135 13.884 -0.234
1118.663 20.751 11.204 -0.685
1101.351 42.486 12.656 0.141
1105.530 44.508 13.352 -0.326
1093.191 52.130 10.670 0.256
1112.087 0.567 10.140 -0.530
1121.811 25.330 13.535 0.260
1107.202 0.567 13.414 -0.284
1093.679 0.567 13.611 -0.214
1111.149 0.567 13.443 -0.663
1104.350 32.691 13.381 -0.387
1120.936 47.088 14.000 -1.128
1111.563 0.567 12.513 -0.762
1093.832 35.405 13.865 0.352
1114.394 0.567 10.107 -0.363
1100.977 18.231 10.332 -0.119
1101.357 23.858 11.403 -0.924
1088.726 0.567 14.000 0.400
1106.058 0.567 13.803 -0.123
1100.257 43.645 14.000 0.383
1111.194 17.784 14.000 -0.918
1098.574 0.567 10.500 -0.660
1096.272 84.649 11.466 -1.087
1110.130 0.567 10.860 -1.209
1118.301 31.067 12.218 0.094
1103.675 7.048 10.000 0.400
1111.677 6.488 10.286 -0.718
1132.955 56.277 12.805 -0.494
1105.705 22.614 10.000 0.199
1108.589 0.567 10.621 0.007
1090.376 0.567 13.521 0.106
1120.882 51.594 12.662 -0.993
1092.588 66.022 14.000 0.268
1105.032 4.545 11.288 -0.504
1106.841 21.118 10.061 -0.783
1097.038 24.022 13.925 -0.612
1097.669 0.567 13.275 0.207
1099.599 0.567 10.000 -0.109
1095.065 20.767 12.445 -0.546
1108.181 23.837 13.931 -0.155
1113.834 0.567 13.164 -0.025
1105.549 0.567 13.900 -0.223
1085.262 17.404 11.456 0.286
1105.336 0.567 12.295 0.046
1100.753 0.567 12.198 -0.805
1117.610 0.567 13.873 -0.210
1107.264 0.567 13.350 -0.982
1103.897 31.122 13.221 -0.333
1091.527 0.567 10.000 -0.123
1097.773 38.592 11.697 -0.982
1107.212 0.567 10.000 -0.443
1115.588 0.567 11.038 -1.010
1105.316 0.567 12.939 -1.175
1099.669 0.567 14.000 -0.096
1092.083 29.511 10.704 -1.017
1099.213 0.567 13.984 0.377
1099.158 21.413 11.289 -0.845
1106.207 31.086 12.420 -0.977
1101.010 13.333 13.879 -0.295
