1281.934 41.533
1253.731 123.547
1313.288 130.624
1280.389 41.794
1286.258 31.652
1249.722 87.841
1256.681 46.589
1280.679 0.567
1282.827 42.088
1281.806 0.567
1273.098 39.547
1262.339 0.567
1265.997 25.743
1295.181 67.900
1246.347 63.483
1293.624 51.862
1321.302 57.566
1289.700 71.580
1283.952 58.320
1266.673 208.151
1273.111 84.188
1268.371 0.567
1292.812 93.724
1309.900 56.419
1289.717 32.310
1308.781 98.440
1248.933 20.818
1268.537 40.502
1288.369 63.459
1264.852 40.413
1279.858 41.882
1287.241 68.785
1263.704 122.515
1285.980 51.684
1258.189 47.134
1275.438 57.265
1255.350 22.377
1267.320 41.640
1275.463 44.532
1281.419 59.864
1293.659 62.781
1264.432 79.811
1275.569 0.567
1250.776 26.453
1257.116 49.758
1271.797 134.216
1274.402 0.567
1248.171 66.078
1279.497 0.567
1285.321 99.040
1242.306 49.961
1281.026 0.567
1286.090 36.475
1300.711 18.136
1274.789 58.263
1251.501 0.567
1269.199 0.567
1251.370 61.781
1316.447 70.283
1272.417 45.669
1257.307 83.923
1270.521 28.005
1270.298 46.942
1281.548 18.239
1273.660 198.781
1296.330 93.282
1266.258 123.388
1261.135 38.194
1277.371 151.174
1279.947 50.783
1284.844 94.078
1298.744 0.567
1300.946 0.567
1234.657 68.013
1311.712 100.509
1255.532 87.536
1285.713 117.735
1244.926 12.330
1253.089 58.587
1234.671 104.317
1300.547 0.567
1266.241 47.358
1281.860 49.545
1270.333 58.564
1298.976 0.567
1279.444 92.195
1270.849 45.443
1255.504 22.310
1279.979 62.935
1275.118 39.631
1258.037 37.106
1239.195 97.305
1274.952 28.535
1241.393 65.212
1266.959 47.855
1252.445 23.830
1272.473 0.567
1277.012 39.244
1292.657 0.567
1288.304 0.567
