843.447 23.703 8.334 -0.508
844.894 21.497 9.376 -0.697
842.658 23.067 8.208 -0.465
843.095 22.817 8.382 -0.561
842.642 21.223 8.391 -0.585
843.177 20.475 9.037 -0.581
842.367 24.658 10.388 -0.564
843.666 23.804 9.072 -0.548
843.202 20.936 9.997 -0.636
843.199 22.102 8.804 -0.531
844.337 20.975 7.774 -0.590
844.241 20.276 9.262 -0.497
844.043 24.184 10.179 -0.609
844.743 21.480 9.382 -0.552
843.856 20.319 8.910 -0.558
843.435 23.495 9.472 -0.624
844.541 24.753 9.251 -0.570
842.781 24.464 10.148 -0.573
843.689 22.138 8.545 -0.593
843.428 23.205 8.175 -0.503
843.424 24.849 9.232 -0.575
842.331 26.239 9.290 -0.615
843.158 22.641 9.095 -0.530
843.729 21.968 9.034 -0.624
843.306 20.288 9.147 -0.642
844.161 20.028 9.929 -0.605
841.833 26.194 8.915 -0.591
843.290 19.586 8.131 -0.598
844.403 24.840 9.263 -0.595
842.790 23.572 9.068 -0.541
842.730 19.442 9.545 -0.517
842.534 23.686 8.841 -0.582
843.378 18.314 9.174 -0.533
844.431 23.490 8.962 -0.575
842.562 21.145 8.496 -0.611
844.378 21.487 9.236 -0.576
843.506 21.674 8.289 -0.560
842.900 25.955 9.196 -0.604
844.638 24.014 10.285 -0.527
843.415 23.917 10.054 -0.576
842.944 22.454 10.346 -0.618
842.296 21.535 9.313 -0.480
841.643 24.912 7.918 -0.578
843.629 26.343 9.581 -0.578
842.700 23.134 8.597 -0.645
844.734 20.723 7.330 -0.627
841.872 19.454 8.220 -0.621
842.708 20.080 9.129 -0.538
843.180 22.973 9.101 -0.548
842.512 23.510 10.144 -0.612
844.313 21.235 8.800 -0.565
842.716 21.829 9.388 -0.482
844.045 18.648 9.736 -0.570
843.088 25.992 8.301 -0.666
842.608 25.762 9.063 -0.623
843.479 24.562 8.239 -0.551
842.733 23.224 8.779 -0.551
842.884 25.053 9.671 -0.544
842.513 26.746 9.138 -0.543
842.352 22.968 9.122 -0.608
842.615 22.743 8.619 -0.550
842.767 21.671 8.087 -0.607
844.279 24.064 8.269 -0.521
842.503 26.062 9.512 -0.542
842.929 19.618 9.132 -0.578
842.621 22.648 8.837 -0.492
842.820 21.123 11.254 -0.595
842.179 23.749 7.179 -0.530
843.483 19.505 8.825 -0.517
843.920 23.351 8.463 -0.624
843.063 23.194 8.685 -0.515
842.993 23.095 9.919 -0.524
844.126 23.414 8.573 -0.568
844.509 23.409 9.379 -0.543
843.881 20.293 10.253 -0.622
842.923 20.624 9.706 -0.680
844.927 19.893 8.713 -0.608
844.081 18.699 9.006 -0.577
843.398 20.855 8.185 -0.569
843.122 23.395 8.595 -0.576
844.473 25.794 8.788 -0.618
842.238 22.566 8.620 -0.579
842.807 20.571 9.247 -0.529
843.668 22.374 8.509 -0.631
843.607 19.777 9.164 -0.536
843.453 20.391 8.103 -0.560
843.070 20.852 10.025 -0.526
842.185 17.322 9.654 -0.584
843.104 23.737 10.914 -0.615
844.078 18.665 8.303 -0.561
842.520 20.049 9.293 -0.582
841.227 24.232 9.028 -0.633
844.610 21.248 7.827 -0.640
842.533 18.385 10.263 -0.533
843.652 21.125 7.815 -0.536
841.707 23.690 9.191 -0.599
842.786 23.967 8.240 -0.554
844.478 21.085 7.491 -0.531
842.183 24.759 8.446 -0.540
842.940 22.832 8.585 -0.596
