1294.686 502.743
1193.795 312.730
1569.866 345.347
1174.253 0.567
1488.000 57.367
1403.210 69.444
1410.796 125.350
1404.404 0.567
1425.814 46.551
669.664 60.323
1384.019 71.840
1312.537 78.344
1482.473 109.796
1595.081 103.148
1386.350 0.567
1488.651 124.473
1347.365 21.334
1280.986 152.132
829.299 392.531
1389.661 39.510
1425.155 285.677
3200.000 1000.000
1431.655 0.567
1417.380 2.357
1454.319 0.567
1323.063 114.005
1454.575 174.463
1431.790 86.700
1498.155 92.697
1680.849 1000.000
1545.267 0.567
1409.460 0.567
1427.887 0.567
1294.794 142.804
1566.312 93.531
1285.565 0.567
1247.151 167.017
1349.466 109.943
1464.472 61.577
1418.191 42.425
1636.123 212.942
1492.899 54.659
1389.378 415.136
1250.067 244.603
1077.095 640.117
1464.434 17.756
1418.329 0.567
1361.925 991.346
1444.153 0.567
1435.453 86.663
1392.054 176.385
1508.741 285.312
1354.146 135.486
1556.559 337.186
1292.953 36.022
1228.067 18.973
1123.941 17.802
1471.492 0.567
1549.409 233.260
1310.626 212.523
762.908 972.309
1378.423 0.567
1457.316 39.411
933.833 291.107
1401.528 37.610
1241.137 144.277
1433.880 0.567
1360.649 106.541
663.231 356.633
1381.838 126.682
1431.625 48.699
1431.705 0.567
1459.695 0.567
1398.092 103.319
1443.953 0.567
1595.929 240.963
1368.770 42.944
1061.658 0.567
3200.000 0.567
815.431 557.370
1776.963 377.223
863.744 336.293
1416.743 0.567
1343.974 131.407
1188.894 278.689
1457.278 74.815
1383.270 178.912
586.494 214.581
882.043 327.279
1379.588 41.149
1476.022 160.238
1318.645 137.489
1202.814 269.659
1466.839 0.567
1472.470 82.769
1431.418 7.993
1376.494 0.567
1452.185 0.567
1415.925 79.627
1390.531 167.048
