1335.070 5.977 9.167 -1.033
1335.214 19.330 8.841 -1.026
1339.296 14.727 10.632 -1.009
1346.961 2.865 8.357 -0.755
1337.526 21.432 10.462 -1.217
1336.037 24.848 7.641 -0.927
1332.348 19.038 10.035 -0.892
1332.599 0.567 7.051 -1.014
1326.781 0.567 9.350 -1.120
1329.912 10.420 11.538 -1.274
1342.313 5.235 6.641 -0.974
1329.819 7.427 6.833 -0.939
1337.883 31.712 9.890 -0.943
1339.027 0.567 6.406 -0.668
1336.741 19.525 6.609 -0.923
1333.734 20.913 7.452 -1.190
1338.681 0.567 9.125 -1.141
1333.156 0.567 6.488 -1.239
1338.174 29.499 12.435 -1.026
1336.949 0.567 5.173 -0.938
1341.957 26.265 9.631 -0.777
1350.527 12.048 7.642 -0.823
1332.493 0.567 10.238 -1.026
1343.887 11.009 8.352 -0.777
1332.563 0.567 8.594 -1.005
1345.029 17.346 10.303 -0.863
1333.109 16.478 4.025 -1.228
1346.099 0.567 7.494 -0.807
1343.839 44.996 4.059 -0.629
1336.823 6.630 9.059 -1.070
1332.592 0.567 11.581 -1.166
1334.085 29.442 8.717 -0.833
1332.198 21.355 3.146 -0.194
1340.498 21.097 5.497 -0.544
1336.522 8.130 5.433 -0.883
1335.625 25.589 10.860 -1.008
1341.897 19.776 6.112 -0.889
1341.049 15.862 4.910 -0.863
1336.349 0.567 8.284 -0.931
1328.884 0.567 8.367 -0.904
1340.364 31.143 5.902 -0.737
1336.606 0.567 7.457 -0.663
1340.973 14.665 9.640 -0.927
1335.088 14.224 9.540 -1.129
1333.822 14.901 5.238 -0.715
1350.236 0.567 8.299 -0.654
1335.942 0.567 12.511 -1.193
1344.758 0.567 8.804 -1.080
1348.482 0.567 7.266 -1.032
1333.811 0.567 10.314 -1.162
1334.251 0.567 8.089 -1.003
1341.174 0.567 5.603 -0.537
1337.089 0.567 8.791 -0.903
1335.748 9.682 7.899 -0.674
1348.098 0.567 12.533 -1.033
1328.756 0.567 12.868 -1.370
1339.026 0.567 7.435 -0.920
1339.714 3.293 9.353 -1.123
1341.731 0.567 8.592 -0.993
1335.338 0.567 10.444 -1.039
1344.511 0.567 8.381 -0.923
1338.222 5.826 5.657 -0.593
1337.474 12.599 8.454 -1.130
1347.911 0.567 11.577 -1.123
1331.657 27.315 7.275 -0.392
1337.239 0.567 7.376 -0.958
1345.359 32.838 7.100 -0.918
1342.331 30.474 7.706 -1.001
1337.168 18.611 4.463 -0.154
1344.657 26.981 6.117 -0.920
1331.418 24.057 10.509 -1.152
1331.299 16.914 6.031 -0.481
1346.640 25.544 6.846 -1.197
1346.650 0.567 8.637 -0.790
1336.501 0.567 4.858 -0.622
1349.361 0.567 9.295 -1.120
1344.910 25.425 7.056 -1.064
1324.733 14.136 7.500 -1.088
1338.047 13.948 8.119 -1.072
1340.102 0.567 6.569 -0.648
1330.284 26.409 9.903 -0.957
1335.473 12.269 9.974 -1.042
1335.181 0.567 7.753 -0.992
1335.098 32.166 11.150 -0.900
1329.856 32.932 6.948 -0.793
1342.491 11.583 5.694 -0.692
1334.213 0.567 7.672 -0.806
1335.856 0.567 5.054 -0.459
1340.086 0.567 10.316 -0.940
1343.047 18.924 7.658 -0.878
1341.656 0.567 7.801 -0.825
1328.195 4.596 12.133 -1.381
1335.695 26.129 5.894 -0.961
1341.468 7.159 10.285 -1.106
1338.312 11.595 5.518 -0.675
1341.949 32.599 11.978 -1.061
1339.957 0.567 8.272 -0.764
1340.180 23.223 7.676 -1.265
1337.847 35.357 9.538 -1.165
1338.398 20.425 10.076 -1.099
