1562.219 0.567
1562.293 35.769
1567.198 0.567
1577.729 41.155
1554.387 0.567
1562.324 0.567
1567.669 0.567
1567.164 22.634
1550.036 21.539
1562.918 0.567
1574.242 0.567
1568.303 20.717
1575.560 30.005
1566.529 9.369
1578.083 0.567
1564.037 31.877
1568.631 33.601
1559.007 15.771
1581.846 31.553
1567.954 0.567
1584.561 0.567
1580.496 0.567
1570.373 16.802
1569.371 0.567
1561.489 0.567
1563.058 9.940
1574.508 14.123
1571.668 0.567
1562.026 0.567
1555.023 41.316
1574.276 0.567
1565.280 0.567
1579.704 0.567
1573.964 0.567
1567.853 0.567
1561.806 17.826
1550.251 0.567
1577.074 0.567
1579.875 0.567
1572.599 38.010
1562.006 11.391
1570.857 0.567
1555.825 0.567
1563.631 0.567
1565.462 21.243
1572.205 0.567
1581.235 60.153
1571.717 31.244
1571.705 21.050
1556.302 0.567
1570.469 10.508
1556.805 0.567
1575.544 0.567
1564.874 0.567
1577.522 0.567
1577.144 0.567
1556.099 22.460
1566.721 28.913
1570.498 0.567
1565.405 0.567
1573.414 0.567
1579.344 0.567
1567.273 0.567
1577.320 0.567
1595.328 0.567
1578.528 73.902
1558.264 57.233
1561.720 0.567
1580.190 28.226
1568.517 30.823
1557.705 13.038
1590.879 10.442
1558.151 55.012
1573.326 0.567
1569.937 11.082
1558.152 36.372
1561.753 0.567
1558.007 49.264
1575.324 28.017
1563.257 0.567
1576.403 0.567
1584.672 22.320
1559.586 0.567
1573.723 0.567
1563.257 0.567
1563.790 0.567
1565.025 30.652
1576.614 25.404
1559.716 16.715
1555.884 15.098
1573.795 22.578
1575.212 54.379
1567.500 16.278
1564.229 0.567
1562.876 0.567
1551.731 0.567
1569.254 0.567
1584.021 0.567
1588.430 0.567
1580.417 43.732
