1532.493 459.172 10.000 -1.104
1448.016 602.719 10.312 -1.318
1658.054 266.028 10.000 -2.270
1637.863 373.378 10.036 -1.825
1527.998 338.783 10.652 -1.635
1662.673 410.854 14.000 -2.042
1434.155 407.900 11.567 -1.768
1589.522 661.224 10.000 -1.300
1723.583 623.902 12.712 -1.844
1703.416 761.219 11.636 -1.171
1295.831 601.724 10.274 -1.212
1512.183 545.891 10.000 -1.861
1247.760 427.201 12.475 -1.430
1707.879 556.030 11.124 -1.639
1354.499 415.274 11.685 -1.537
1546.612 684.596 10.926 -1.813
1851.407 524.551 10.161 -2.161
1492.799 394.472 13.937 -1.810
1735.836 538.230 13.970 -2.262
1632.659 679.642 11.733 -1.570
1278.966 116.546 11.483 -2.234
1726.197 183.535 10.823 -1.949
1337.004 399.764 10.863 -1.815
1534.122 485.270 11.598 -1.303
1447.695 465.082 10.000 -1.370
1519.511 371.293 10.445 -1.843
1555.552 447.998 14.000 -1.882
1701.014 354.311 11.868 -1.226
1622.145 0.570 10.440 -1.645
1462.237 458.964 12.272 -1.790
1601.308 164.709 10.000 -2.270
1420.533 415.357 10.547 -1.892
1406.662 633.008 10.000 -1.795
1726.849 851.960 10.359 -2.085
1485.460 438.565 10.000 -1.708
1525.725 601.042 10.727 -2.037
1807.363 441.997 10.567 -2.205
1614.461 509.484 10.418 -1.444
1574.610 775.694 11.300 -1.643
1377.695 293.750 10.053 -2.253
1723.573 437.491 11.292 -1.840
1519.314 691.142 10.042 -1.419
1371.872 522.802 11.096 -1.768
1347.577 0.570 11.962 -1.513
1459.422 446.356 10.162 -2.206
1454.118 727.876 13.037 -2.084
1549.371 793.254 11.573 -1.202
1583.878 458.389 13.794 -1.812
1444.919 550.275 13.454 -1.946
1458.049 630.106 12.321 -1.063
1316.952 278.701 10.508 -2.262
1556.375 833.403 10.969 -1.394
1755.650 519.056 10.491 -1.548
1458.730 529.553 12.945 -1.313
1577.115 429.988 14.000 -1.304
1457.012 644.971 11.649 -1.788
1729.103 771.908 11.915 -1.627
1567.712 623.920 12.801 -1.759
1512.291 418.015 10.641 -1.962
1589.029 705.773 10.000 -1.221
1724.124 577.071 12.061 -1.503
1213.756 512.787 10.436 -2.002
1594.810 494.601 10.502 -1.500
1558.428 712.959 12.442 -1.402
1540.370 440.350 11.705 -1.446
1528.326 561.908 13.090 -2.186
1904.593 659.209 10.471 -1.986
1763.661 879.706 11.000 -2.105
1704.612 844.886 10.000 -1.235
1500.421 650.966 11.943 -1.180
1606.295 841.171 11.735 -1.671
1608.257 460.154 10.453 -1.843
1540.039 534.340 10.009 -2.145
1507.954 733.060 10.751 -1.507
1733.554 485.913 12.903 -1.730
1586.808 219.482 11.767 -1.335
1521.007 574.229 11.952 -1.679
1398.525 555.413 13.132 -1.604
1535.833 654.788 10.073 -1.234
1627.839 398.904 11.385 -1.827
1662.431 763.241 13.582 -1.708
1452.579 534.580 10.796 -1.487
1358.015 731.764 10.495 -1.029
1566.334 337.482 10.583 -1.607
1702.298 629.181 10.216 -1.620
1466.086 633.356 10.000 -2.270
1560.766 726.428 10.182 -1.490
1434.519 588.839 10.215 -1.803
1536.607 439.936 10.149 -1.566
1550.750 531.917 10.942 -1.311
1555.288 584.787 10.372 -1.772
1495.272 385.069 10.358 -1.989
1583.085 258.028 10.041 -2.231
1712.021 447.149 10.353 -2.074
1610.338 278.532 10.836 -1.625
1473.879 475.935 10.181 -1.286
1688.034 471.573 11.360 -2.084
1661.865 616.273 11.635 -1.334
1240.447 649.982 11.585 -1.490
1716.625 612.650 11.227 -1.702
