1884.109 83.654
1832.879 73.965
1877.663 83.985
1864.742 102.776
1846.319 100.378
1847.351 131.589
1843.724 103.271
1873.502 51.662
1815.312 32.907
1866.881 69.212
1947.525 76.719
1881.311 48.008
1900.333 151.085
1871.546 129.233
1868.494 78.337
1175.751 92.648
1865.544 111.595
1885.164 126.799
1857.604 68.549
1861.088 109.561
1851.355 0.570
1824.719 119.644
1885.159 125.665
1797.291 138.305
1859.263 95.228
1838.280 119.876
1830.151 131.177
1893.705 12.502
1883.024 271.885
1817.127 146.357
1825.449 41.692
1850.767 107.536
1835.500 68.382
1866.448 90.552
1847.724 96.080
1904.699 89.065
1828.636 114.798
1849.103 109.444
1898.733 182.588
1906.569 50.872
1896.930 177.850
1878.253 25.314
1869.893 24.567
1842.779 37.702
1872.123 39.608
1840.765 219.731
1867.396 83.953
1838.617 63.273
1922.899 81.965
1877.931 72.749
1867.578 29.904
1846.278 0.570
1892.025 88.251
1746.905 602.249
1879.869 88.789
1865.711 103.840
1908.599 65.249
1831.224 65.767
1839.833 55.049
1854.720 54.105
1885.455 147.755
1872.798 0.570
1834.525 53.541
1824.707 155.378
1852.706 311.470
1779.958 635.632
1288.125 15.788
1843.960 1.212
1873.280 79.369
1855.871 55.892
1896.257 58.206
1878.518 72.604
1887.287 81.825
1822.400 81.797
1882.025 186.177
1857.790 147.999
1859.677 82.079
1854.371 105.754
1849.521 0.570
1876.909 62.034
1885.892 4.867
1872.010 13.573
1884.440 23.479
1873.666 102.797
1890.884 39.937
1838.293 101.322
1860.331 129.382
1818.818 157.791
1825.720 80.542
1830.371 63.323
1856.272 84.001
1881.185 14.269
1848.612 75.382
1834.937 130.218
1840.120 77.792
1913.893 79.918
1872.965 170.225
1842.286 81.021
1902.907 116.928
1864.500 79.339
