795.567 16.620
782.572 0.657
799.621 18.524
797.288 0.567
814.807 73.339
795.736 6.783
799.506 0.567
806.411 0.567
805.175 23.753
788.285 14.924
796.434 0.567
794.207 0.567
802.063 0.567
803.076 0.567
803.966 45.190
792.009 26.269
778.537 0.567
800.037 45.832
806.522 13.973
785.968 20.618
786.295 10.773
808.225 9.481
803.679 39.105
784.739 20.769
818.297 20.106
804.688 16.048
794.820 40.314
792.074 0.567
783.508 36.099
807.495 0.567
799.086 58.802
792.412 0.567
800.996 0.567
803.824 23.796
809.465 0.567
785.107 28.386
786.673 19.052
803.056 25.916
794.460 0.567
782.429 1.566
787.309 0.567
799.898 0.567
785.792 0.567
793.180 22.270
771.890 21.660
801.742 0.567
789.457 25.812
789.199 0.567
807.110 46.136
789.397 0.567
797.799 0.567
789.666 32.778
800.143 0.567
812.869 1.128
775.153 0.567
800.964 0.567
816.669 41.285
787.965 0.567
815.320 0.567
803.424 0.567
802.120 0.567
801.171 16.649
796.515 0.567
788.078 0.567
805.596 0.567
791.764 0.567
783.295 15.008
800.057 30.582
781.583 12.452
786.733 0.567
798.047 4.321
807.835 3.505
798.292 0.567
802.595 0.567
792.268 11.596
809.299 0.567
787.535 16.876
803.846 0.567
799.107 73.683
786.381 0.936
793.788 20.671
775.101 23.092
781.545 17.882
803.228 31.360
798.106 0.567
798.933 9.992
794.073 0.567
811.004 0.567
772.857 0.567
790.448 10.295
789.992 13.540
819.989 10.508
786.487 0.567
809.277 0.567
791.914 0.567
792.971 0.567
803.499 33.963
781.132 0.567
798.941 21.569
811.494 0.567
